2023-01-01T08:00:00.000Z,110.81.57.62,115.41.50.75,817,TCP

2023-01-01T08:01:11.744Z,111.52.88.38,117.22.53.41,1449,TCP

2023-01-01T08:01:11.999Z,161.73.10.10,152.31.70.14,1000,UDP

2023-01-01T08:02:15.258Z,191.37.15.70,169.71.20.55,488,UDP

2023-01-01T08:03:11.400Z,121.13.97.55,151.30.36.48,551,UDP

2023-01-01T08:03:30.938Z,192.35.44.38,117.22.53.41,1271,TCP

2023-01-01T08:04:03.872Z,165.4.80.23,115.41.50.75,1396,UDP

2023-01-01T08:05:00.904Z,141.48.97.26,115.41.50.75,867,UDP

2023-01-01T08:06:29.196Z,181.43.26.1,151.30.36.48,1365,UDP

2023-01-01T08:07:00.849Z,151.81.7.82,151.30.36.48,429,UDP

2023-01-01T08:08:28.396Z,145.92.1.71,169.71.20.55,608,UDP

2023-01-01T08:09:48.601Z,134.38.83.5,117.22.53.41,1235,TCP

2023-01-01T08:10:50.268Z,123.47.46.41,169.71.20.55,299,UDP

2023-01-01T08:11:00.102Z,110.81.57.62,151.30.36.48,1119,TCP

2023-01-01T08:12:15.156Z,163.9.92.57,102.44.87.9,877,UDP

2023-01-01T08:12:20.318Z,113.68.66.50,195.16.48.39,569,UDP

2023-01-01T08:12:56.091Z,195.45.65.87,151.30.36.48,961,TCP

2023-01-01T08:13:49.679Z,192.76.95.80,115.41.50.75,293,TCP

2023-01-01T08:14:25.255Z,153.89.54.75,117.22.53.41,0,TCP

2023-01-01T08:15:32.372Z,181.43.26.1,173.22.54.98,989,TCP

2023-01-01T08:15:42.201Z,170.19.65.86,151.30.36.48,1133,UDP

2023-01-01T08:16:17.660Z,129.3.80.88,102.44.87.9,1377,TCP

2023-01-01T08:16:20.288Z,146.17.24.84,169.71.20.55,31,UDP

2023-01-01T08:17:27.488Z,139.53.55.58,102.44.87.9,345,TCP

2023-01-01T08:18:40.331Z,181.43.26.1,151.30.36.48,577,TCP

2023-01-01T08:18:54.564Z,173.10.15.44,152.31.70.14,651,TCP

2023-01-01T08:19:48.246Z,138.29.43.11,115.41.50.75,466,UDP

2023-01-01T08:20:52.039Z,173.10.15.44,111.31.16.53,322,TCP

2023-01-01T08:21:35.122Z,161.73.10.10,115.41.50.75,1460,UDP

2023-01-01T08:21:41.913Z,127.33.19.69,169.71.20.55,402,TCP

2023-01-01T08:22:05.683Z,141.8.54.23,151.30.36.48,1436,UDP

2023-01-01T08:23:26.562Z,124.34.5.18,151.30.36.48,822,TCP

2023-01-01T08:24:13.696Z,145.67.8.14,151.30.36.48,524,TCP

2023-01-01T08:25:08.771Z,128.36.1.41,102.55.66.20,163,UDP

2023-01-01T08:25:13.598Z,144.66.74.60,151.30.36.48,1185,UDP

2023-01-01T08:26:48.762Z,136.7.20.98,151.30.36.48,1396,TCP

2023-01-01T08:28:21.366Z,121.18.54.77,195.16.48.39,646,UDP

2023-01-01T08:29:03.697Z,192.76.95.80,151.30.36.48,984,TCP

2023-01-01T08:30:15.200Z,145.92.1.71,169.71.20.55,288,TCP

2023-01-01T08:31:00.966Z,146.43.44.93,117.22.53.41,1289,TCP

2023-01-01T08:31:43.811Z,152.17.89.65,102.44.87.9,1258,TCP

2023-01-01T08:33:14.401Z,110.59.19.93,151.30.36.48,1220,UDP

2023-01-01T08:33:46.634Z,110.59.19.93,195.16.48.39,822,TCP

2023-01-01T08:34:23.980Z,134.38.83.5,102.44.87.9,18,UDP

2023-01-01T08:35:36.033Z,105.86.32.52,169.71.20.55,1126,TCP

2023-01-01T08:35:44.179Z,141.8.54.23,117.22.53.41,1494,TCP

2023-01-01T08:35:56.897Z,158.88.78.17,169.71.20.55,323,UDP

2023-01-01T08:36:49.249Z,124.34.5.18,115.41.50.75,1065,TCP

2023-01-01T08:37:44.466Z,120.86.23.51,102.44.87.9,1311,UDP

2023-01-01T08:38:35.276Z,123.47.46.41,117.22.53.41,884,UDP

2023-01-01T08:40:00.963Z,122.56.94.53,117.22.53.41,964,TCP

2023-01-01T08:41:08.184Z,165.53.10.19,102.55.66.20,281,UDP

2023-01-01T08:41:47.728Z,158.88.78.17,169.71.20.55,1048,UDP

2023-01-01T08:43:21.538Z,159.9.47.54,102.44.87.9,260,TCP

2023-01-01T08:44:56.759Z,177.55.74.98,195.16.48.39,56,UDP

2023-01-01T08:45:50.882Z,152.17.89.65,115.41.50.75,53,UDP

2023-01-01T08:47:18.980Z,127.33.19.69,102.44.87.9,1239,TCP

2023-01-01T08:48:14.550Z,136.7.20.98,115.41.50.75,883,UDP

2023-01-01T08:49:52.979Z,122.56.94.53,115.41.50.75,835,UDP

2023-01-01T08:51:21.068Z,149.52.20.53,169.71.20.55,1201,TCP

2023-01-01T08:53:00.772Z,159.9.47.54,195.16.48.39,30,TCP

2023-01-01T08:53:23.513Z,103.69.11.74,115.41.50.75,175,UDP

2023-01-01T08:54:59.872Z,103.69.11.74,102.44.87.9,566,UDP

2023-01-01T08:55:35.136Z,141.8.54.23,151.30.36.48,1303,TCP

2023-01-01T08:56:41.896Z,111.64.41.23,115.41.50.75,1400,TCP

2023-01-01T08:58:04.887Z,138.49.55.18,169.71.20.55,1235,UDP

