2023-01-01T00:00:46.685Z,10.161.90.130,10.58.79.150,951,TCP

2023-01-01T00:02:09.078Z,10.98.195.212,10.142.80.17,1326,UDP

2023-01-01T00:02:11.941Z,10.95.239.112,10.49.26.201,1362,UDP

2023-01-01T00:03:33.679Z,10.176.154.226,10.160.162.28,993,TCP

2023-01-01T00:04:21.412Z,10.174.229.55,10.39.216.137,1427,UDP

2023-01-01T00:05:44.680Z,10.196.193.150,10.134.122.218,343,UDP

2023-01-01T00:07:15.714Z,10.124.61.171,10.39.216.137,622,TCP

2023-01-01T00:08:52.667Z,10.179.113.28,10.39.216.137,1173,UDP

2023-01-01T00:09:21.680Z,10.60.223.88,10.32.195.67,1155,UDP

2023-01-01T00:09:45.863Z,10.126.192.51,10.160.162.28,1420,TCP

2023-01-01T00:10:13.596Z,10.243.213.110,10.160.162.28,1254,UDP

2023-01-01T00:10:31.263Z,10.177.31.230,10.209.220.93,1004,TCP

2023-01-01T00:11:44.219Z,10.94.162.162,10.134.122.218,1118,TCP

2023-01-01T00:12:34.708Z,10.106.131.120,10.45.71.231,68,TCP

2023-01-01T00:12:55.800Z,10.94.162.162,10.50.237.76,571,UDP

2023-01-01T00:13:02.073Z,10.219.199.153,10.50.237.76,1209,TCP

2023-01-01T00:13:40.265Z,10.105.75.30,10.39.216.137,133,UDP

2023-01-01T00:14:14.154Z,10.126.105.55,10.142.80.17,317,TCP

2023-01-01T00:15:08.083Z,10.88.31.173,10.32.195.67,1216,TCP

2023-01-01T00:16:06.680Z,10.108.104.75,10.32.195.67,797,TCP

2023-01-01T00:17:01.468Z,10.211.174.179,10.209.220.93,533,TCP

2023-01-01T00:17:36.780Z,10.91.67.59,10.171.101.192,843,UDP

2023-01-01T00:18:59.249Z,10.102.24.150,10.49.26.201,1024,TCP

2023-01-01T00:19:40.478Z,10.106.131.120,10.134.122.218,763,UDP

2023-01-01T00:21:17.732Z,10.209.231.7,10.58.79.150,786,UDP

2023-01-01T00:22:45.029Z,10.88.31.173,10.142.80.17,1370,TCP

2023-01-01T00:23:27.423Z,10.18.158.71,10.15.202.215,776,UDP

2023-01-01T00:24:44.564Z,10.207.156.203,10.39.216.137,985,UDP

2023-01-01T00:25:02.054Z,10.243.213.110,10.209.220.93,699,TCP

2023-01-01T00:26:02.093Z,10.9.199.72,10.254.66.218,1264,UDP

2023-01-01T00:26:53.134Z,10.249.254.107,10.32.195.67,265,UDP

2023-01-01T00:28:19.801Z,10.79.62.102,10.39.216.137,214,TCP

2023-01-01T00:28:45.591Z,10.177.31.230,10.134.122.218,952,UDP

2023-01-01T00:29:06.655Z,10.199.1.186,10.160.162.28,769,TCP

2023-01-01T00:30:44.782Z,10.53.236.32,10.160.162.28,1167,UDP

2023-01-01T00:31:37.585Z,10.179.113.28,10.15.202.215,1001,UDP

2023-01-01T00:32:22.656Z,10.33.119.75,10.15.202.215,1167,UDP

2023-01-01T00:32:24.937Z,10.184.209.79,10.58.79.150,354,UDP

2023-01-01T00:32:41.008Z,10.231.23.244,10.160.162.28,1155,UDP

2023-01-01T00:33:32.900Z,10.95.239.112,10.160.162.28,384,UDP

2023-01-01T00:34:43.215Z,10.133.171.154,10.226.39.120,206,UDP

2023-01-01T00:35:18.967Z,10.231.23.244,10.45.71.231,119,UDP

2023-01-01T00:35:52.986Z,10.151.164.26,10.254.66.218,668,TCP

2023-01-01T00:36:06.201Z,10.136.122.109,10.45.71.231,52,UDP

2023-01-01T00:37:41.204Z,10.89.114.158,10.15.202.215,300,TCP

2023-01-01T00:38:55.491Z,10.105.75.30,10.209.220.93,1408,UDP

2023-01-01T00:40:34.244Z,10.142.102.185,10.49.26.201,792,TCP

2023-01-01T00:40:51.551Z,10.92.70.164,10.45.71.231,701,TCP

2023-01-01T00:40:57.803Z,10.227.55.21,10.226.39.120,1042,TCP

2023-01-01T00:41:09.981Z,10.200.156.47,10.15.202.215,441,TCP

2023-01-01T00:41:23.846Z,10.249.97.95,10.226.39.120,775,UDP

2023-01-01T00:41:59.324Z,10.179.113.28,10.160.162.28,852,UDP

2023-01-01T00:43:24.580Z,10.49.220.55,10.226.39.120,110,UDP

2023-01-01T00:44:22.099Z,10.144.25.21,10.15.202.215,707,TCP

2023-01-01T00:44:27.990Z,10.203.82.104,10.49.26.201,131,UDP

2023-01-01T00:45:39.122Z,10.243.126.4,10.39.216.137,308,UDP

2023-01-01T00:46:39.634Z,10.129.155.253,10.160.162.28,179,TCP

2023-01-01T00:48:01.941Z,10.231.23.244,10.58.79.150,1341,TCP

2023-01-01T00:48:49.385Z,10.18.158.71,10.58.79.150,119,UDP

2023-01-01T00:50:06.564Z,10.95.239.112,10.58.79.150,1012,UDP

2023-01-01T00:51:02.471Z,10.133.162.86,10.134.122.218,1082,TCP

2023-01-01T00:52:08.784Z,10.112.51.128,10.15.202.215,247,TCP

2023-01-01T00:53:48.092Z,10.30.107.9,10.32.195.67,1466,UDP

2023-01-01T00:54:14.043Z,10.133.220.180,10.39.216.137,577,UDP

2023-01-01T00:54:21.348Z,10.33.119.75,10.254.66.218,956,TCP

2023-01-01T00:55:50.374Z,10.127.27.92,10.49.26.201,1491,TCP

2023-01-01T00:56:22.843Z,10.219.199.153,10.15.202.215,1069,UDP

2023-01-01T00:57:56.932Z,10.156.227.125,10.15.202.215,323,UDP

2023-01-01T00:58:25.167Z,10.74.25.244,10.222.80.139,1476,UDP

2023-01-01T00:58:57.334Z,10.219.199.153,10.160.162.28,439,UDP

2023-01-01T01:00:16.554Z,10.37.125.158,10.160.162.28,1434,UDP

2023-01-01T01:01:15.796Z,10.37.125.158,10.134.122.218,544,TCP

2023-01-01T01:01:39.232Z,10.18.249.20,10.209.220.93,1096,TCP

2023-01-01T01:02:02.911Z,10.28.209.188,10.15.202.215,1043,UDP

2023-01-01T01:03:06.567Z,10.209.231.7,10.15.202.215,18,TCP

2023-01-01T01:03:40.762Z,10.133.171.154,10.58.79.150,29,UDP

2023-01-01T01:03:57.898Z,10.220.208.3,10.15.202.215,32,UDP

2023-01-01T01:04:16.324Z,10.109.134.167,10.209.220.93,255,TCP

2023-01-01T01:04:33.558Z,10.28.209.188,10.15.202.215,705,UDP

2023-01-01T01:06:11.670Z,10.83.77.189,10.32.195.67,1282,TCP

2023-01-01T01:07:16.618Z,10.76.152.170,10.39.216.137,1099,UDP

2023-01-01T01:08:15.675Z,10.198.179.149,10.39.216.137,1148,TCP

2023-01-01T01:08:59.661Z,10.133.171.154,10.50.237.76,1375,UDP

2023-01-01T01:10:32.115Z,10.179.113.28,10.39.216.137,211,UDP

2023-01-01T01:12:11.039Z,10.145.211.50,10.254.66.218,1111,TCP

2023-01-01T01:13:48.166Z,10.181.225.16,10.226.39.120,868,TCP

2023-01-01T01:14:08.849Z,10.92.73.32,10.209.220.93,726,UDP

2023-01-01T01:15:46.288Z,10.54.146.178,10.45.71.231,830,UDP

2023-01-01T01:16:21.088Z,10.201.4.36,10.45.71.231,850,TCP

2023-01-01T01:16:33.440Z,10.73.148.119,10.82.45.92,250,TCP

2023-01-01T01:17:38.648Z,10.201.161.184,10.15.202.215,919,UDP

2023-01-01T01:18:08.838Z,10.155.207.252,10.226.39.120,1037,UDP

2023-01-01T01:18:52.596Z,10.109.134.167,10.45.71.231,333,UDP

2023-01-01T01:20:04.119Z,10.190.104.141,10.254.66.218,1437,TCP

2023-01-01T01:20:10.102Z,10.9.103.136,10.45.71.231,303,UDP

2023-01-01T01:21:03.592Z,10.255.203.90,10.39.216.137,884,UDP

2023-01-01T01:21:11.424Z,10.190.104.141,10.39.216.137,489,TCP

2023-01-01T01:22:20.835Z,10.170.6.167,10.209.220.93,79,TCP

2023-01-01T01:23:15.255Z,10.112.132.229,10.209.220.93,1221,TCP

2023-01-01T01:24:07.820Z,10.73.148.119,10.134.122.218,1423,TCP

2023-01-01T01:24:23.601Z,10.190.104.141,10.32.195.67,479,UDP

2023-01-01T01:24:46.134Z,10.249.121.154,10.254.66.218,498,UDP

