2023-01-14T08:00:00.000Z,116.47.61.31,129.65.40.50,586,UDP
2023-01-14T08:00:50.836Z,198.89.54.9,116.61.49.89,1058,TCP
2023-01-14T08:01:51.546Z,161.2.32.61,198.56.35.73,68,TCP
2023-01-14T08:03:24.892Z,159.63.73.67,176.50.67.20,537,UDP
2023-01-14T08:04:59.694Z,109.26.61.89,125.10.88.64,17,TCP
2023-01-14T08:05:05.408Z,127.38.34.60,186.16.33.21,109,UDP
2023-01-14T08:05:48.584Z,162.18.63.33,153.84.65.71,595,UDP
2023-01-14T08:05:48.706Z,101.14.25.55,189.61.1.67,1338,TCP
2023-01-14T08:06:08.492Z,162.28.86.5,133.81.0.62,977,UDP
2023-01-14T08:06:46.434Z,185.14.91.23,189.61.1.67,492,TCP
2023-01-14T08:07:01.466Z,134.45.89.12,110.38.22.46,163,TCP
2023-01-14T08:07:04.282Z,158.57.25.29,110.38.22.46,1468,UDP
2023-01-14T08:08:25.003Z,116.47.61.31,198.56.35.73,832,UDP
2023-01-14T08:09:37.987Z,190.3.54.29,153.75.89.11,877,UDP
2023-01-14T08:11:01.773Z,106.79.79.51,189.61.1.67,149,UDP
2023-01-14T08:11:07.871Z,117.51.17.49,198.56.35.73,909,TCP
2023-01-14T08:12:36.211Z,128.36.54.79,171.44.66.70,1431,UDP
2023-01-14T08:13:09.232Z,165.40.26.0,198.56.35.73,500,UDP
2023-01-14T08:13:58.605Z,175.9.36.70,198.56.35.73,1448,UDP
2023-01-14T08:14:15.328Z,167.1.11.1,160.91.37.56,1465,TCP
2023-01-14T08:15:52.166Z,133.88.12.86,133.81.0.62,409,TCP
2023-01-14T08:17:11.533Z,143.74.91.33,176.50.67.20,993,UDP
2023-01-14T08:18:18.918Z,107.44.1.56,133.81.0.62,1228,UDP
2023-01-14T08:19:43.589Z,148.8.45.15,153.75.89.11,1246,TCP
2023-01-14T08:20:19.673Z,182.13.30.1,116.61.49.89,975,UDP
2023-01-14T08:21:57.330Z,182.72.9.73,198.56.35.73,286,TCP
2023-01-14T08:23:28.622Z,178.16.52.35,133.81.0.62,62,UDP
2023-01-14T08:24:19.279Z,176.44.5.74,133.81.0.62,1451,UDP
2023-01-14T08:25:26.538Z,145.43.90.39,159.36.22.57,897,TCP
2023-01-14T08:26:26.650Z,106.79.79.51,116.61.49.89,557,TCP
2023-01-14T08:26:54.860Z,109.26.61.89,174.4.21.68,185,UDP
2023-01-14T08:27:19.751Z,109.98.27.71,171.44.66.70,516,UDP
2023-01-14T08:27:27.554Z,110.93.37.18,186.16.33.21,656,UDP
2023-01-14T08:27:57.972Z,124.45.31.18,174.4.21.68,223,TCP
2023-01-14T08:28:19.837Z,196.85.33.56,110.38.22.46,924,UDP
